TIPO DE USO,CLASE DE FUENTE,CUENCA,CÓDIGO DE CUENCA,DISPONIBILIDAD HÍDRICA,AUTORIDAD LOCAL DEL AGUA (ALA),AUTORIDAD ADMINISTRATIVA DEL AGUA (AAA),DEPARTAMENTO,PROVINCIA,DISTRITO,RAZÓN SOCIAL,N DE RUC,VIGENTE EN REGISTRO DE LA ANA,TIPO DE PERMISO,TIPO DE FUENTE DE AGUA,NOMBRE DE LA FUENTE DE AGUA,N° DE RESOLUCIÓN
Otros usos,Superficial,Cuenca Ilo - Moquegua,13172,Baja,Moquegua,Caplina Ocoña,Moquegua,Mariscal Nieto,Moquegua,Anglo American Quellaveco S.A.,20137913250,SI,Autorización,Río,Asana,0290-2014
Minero,Superficial,Cuenca Ilo - Moquegua,13172,Baja,Moquegua,Caplina Ocoña,Moquegua,Mariscal Nieto,Moquegua,Anglo American Quellaveco S.A.,20137913250,NO,Autorización,Río,Asana,0481-2014
Minero,Superficial,Cuenca Tambo,1318,Baja,Moquegua,Caplina Ocoña,Moquegua,Mariscal Nieto,Moquegua,Anglo American Quellaveco S.A.,20137913250,NO,Autorización,Manantial,Inia,0905-2014
Minero,Superficial,Cuenca Tambo,1318,Baja,Moquegua,Caplina Ocoña,Moquegua,Mariscal Nieto,Moquegua,Anglo American Quellaveco S.A.,20137913250,NO,Autorización,Manantial,Inia,0975-2014
Minero,Superficial,Cuenca Tambo,1318,Baja,Moquegua,Caplina Ocoña,Moquegua,Mariscal Nieto,Moquegua,Anglo American Quellaveco S.A.,20137913250,SI,Autorización,Manantial,Inia,0704-2015 
Minero,Superficial,Cuenca Tambo,1318,Baja,Moquegua,Caplina Ocoña,Moquegua,Mariscal Nieto,Moquegua,Anglo American Quellaveco S.A.,20137913250,SI,Autorización,Manantial,Inia,1254-2015
Minero,Superficial,Cuenca Tambo,1318,Baja,Moquegua,Caplina Ocoña,Moquegua,Mariscal Nieto,Torata,Anglo American Quellaveco S.A.,20137913250,SI,Autorización,Filtración,Túnel de exploración,0104-2016
Minero,Superficial,Cuenca Tambo,1318,Baja,Moquegua,Caplina Ocoña,Moquegua,Mariscal Nieto,Torata,Anglo American Quellaveco S.A.,20137913250,SI,Autorización,Filtración,Obra de desvío del río Asana,0213-2016
Minero,Superficial,Intercuenca Alto Apurímac,4999,Alta,Medio Apurímac Pachachaca,Pampas Apurímac,Apurímac,Aymaraes,Colcabamba,Apurímac Ferrum S.A.,20509435937,NO,Autorización,Quebrada,Antapacca,0288-2010
Minero,Superficial,Intercuenca Alto Apurímac,4999,Alta,Medio Apurímac Pachachaca,Pampas Apurímac,Apurímac,Aymaraes,Colcabamba,Apurímac Ferrum S.A.,20509435937,NO,Autorización,Quebrada,Azul Ccacca,0288-2010
Minero,Superficial,Intercuenca Alto Apurímac,4999,Alta,Medio Apurímac Pachachaca,Pampas Apurímac,Apurímac,Aymaraes,Colcabamba,Apurímac Ferrum S.A.,20509435937,NO,Autorización,Río,Llihua (Llehua),0288-2010
Minero,Superficial,Intercuenca Alto Apurímac,4999,Alta,Medio Apurímac Pachachaca,Pampas Apurímac,Apurímac,Aymaraes,Colcabamba,Apurímac Ferrum S.A.,20509435937,NO,Autorización,Quebrada,Antapacca,0188-2011
Minero,Superficial,Intercuenca Alto Apurímac,4999,Alta,Medio Apurímac Pachachaca,Pampas Apurímac,Apurímac,Aymaraes,Colcabamba,Apurímac Ferrum S.A.,20509435937,NO,Autorización,Quebrada,Azul Ccacca,0188-2011
Minero,Superficial,Intercuenca Alto Apurímac,4999,Alta,Medio Apurímac Pachachaca,Pampas Apurímac,Apurímac,Aymaraes,Colcabamba,Apurímac Ferrum S.A.,20509435937,NO,Autorización,Río,Llihua (Llehua),0188-2011
Minero,Superficial,Cuenca Pucará,018,Alta,Ramis,Titicaca,Puno,Lampa,Ocuviri,Arasi S.A.C.,20511244995,NO,Licencia,Quebrada,Lluchusani,0111-2011
Poblacional,Superficial,Cuenca Pucará,018,Alta,Ramis,Titicaca,Puno,Lampa,Ocuviri,Arasi S.A.C.,20511244995,SI,Licencia,Manantial,Turpo campamento,0192-2007
Minero,Superficial,Cuenca Pucará,018,Alta,Ramis,Titicaca,Puno,Lampa,Ocuviri,Arasi S.A.C.,20511244995,SI,Licencia,Quebrada,Lluchusani,0035-2012
Minero,Superficial,Cuenca Pucará,018,Alta,Ramis,Titicaca,Puno,Lampa,Ocuviri,Arasi S.A.C.,20511244995,SI,Licencia,Río,Pataqueña,0163-2014
Minero,Superficial,Cuenca Callaccame,0156,Alta,Ilave,Titicaca,Puno,Chucuito,Huacullani,Bear Creek Mining Company Sucursal del Perú,20473955939,SI,Autorización,Quebrada,Ancarame,0055-2009
Minero,Superficial,Cuenca Callaccame,0156,Alta,Ilave,Titicaca,Puno,Chucuito,Huacullani,Bear Creek Mining Company Sucursal del Perú,20473955939,SI,Autorización,Quebrada,Ancarame,0012-2010
Minero,Superficial,Cuenca Inambari,46648,Alta,Tambota - Inambari,Madre De Dios,Puno,Carabaya,Corani,Bear Creek Mining Company Sucursal del Perú,20473955939,NO,Autorización,Riachuelo,Ccollpa Mayo,0001-2010
Minero,Superficial,Cuenca Inambari,46648,Alta,Tambota - Inambari,Madre De Dios,Puno,Carabaya,Corani,Bear Creek Mining Company Sucursal del Perú,20473955939,NO,Autorización,Riachuelo,Minas Pata,0001-2010
Minero,Superficial,Cuenca Santa,1376,Alta,Santa Lacramarca Nepeña,Huarmey Chicama,Áncash,Pallasca,Bolognesi,Bear Creek Mining Company Sucursal del Perú,20473955939,NO,Autorización,Laguna,Piticocha Y Tuctubamba,0223-2010
Minero,Superficial,Cuenca Inambari,46648,Alta,Tambota - Inambari,Madre De Dios,Puno,Carabaya,Corani,Bear Creek Mining Company Sucursal del Perú,20473955939,NO,Autorización,Quebrada,Ccollpa Mayo,0069-2011
Minero,Superficial,Cuenca Inambari,46648,Alta,Tambota - Inambari,Madre De Dios,Puno,Carabaya,Corani,Bear Creek Mining Company Sucursal del Perú,20473955939,NO,Autorización,Quebrada,Minas Pata,0069-2011
Minero,Superficial,Intercuenca Alto Apurímac,4999,Alta,Medio Apurímac Pachachaca,Pampas Apurímac,Apurímac,Abancay,Chacoche,Bear Creek Mining Company Sucursal del Perú,20473955939,NO,Autorización,Quebrada,Huiayco,0216-2011
Minero,Superficial,Intercuenca Alto Apurímac,4999,Alta,Medio Apurímac Pachachaca,Pampas Apurímac,Apurímac,Abancay,Chacoche,Bear Creek Mining Company Sucursal del Perú,20473955939,NO,Autorización,Río,Sara Sara,0216-2011
Minero,Superficial,Intercuenca Alto Apurímac,4999,Alta,Medio Apurímac Pachachaca,Pampas Apurímac,Apurímac,Abancay,Chacoche,Bear Creek Mining Company Sucursal del Perú,20473955939,NO,Autorización,Quebrada,Wilcarani,0216-2011
Minero,Superficial,Cuenca Inambari,46648,Alta,Tambota - Inambari,Madre De Dios,Puno,Carabaya,Corani,Bear Creek Mining Company Sucursal del Perú,20473955939,NO,Autorización,Quebrada,Supayhuasi,0070-2012
Minero,Superficial,Cuenca Inambari,46648,Alta,Tambota - Inambari,Madre De Dios,Puno,Carabaya,Corani,Bear Creek Mining Company Sucursal del Perú,20473955939,NO,Autorización,Quebrada,Collpamayo,0070-2012
Minero,Superficial,Cuenca Quilca - Vitor - Chili,132,Alta,Tambo Alto Tambo,Caplina Ocoña,Moquegua,Sanchez Cerro,Ubinas,Bear Creek Mining Company Sucursal del Perú,20473955939,SI,Licencia,Laguna,Ccochapata,0442-2014
Minero,Superficial,Cuenca Chicama,13772,Baja,Chicama,Huarmey Chicama,La Libertad,Gran Chimu,Cascas,Black Hill Company Sac,20504093680,SI,Licencia,Quebrada,Choloque - Los Higuerones,0071-2011
Minero,Superficial,Cuenca Chamaya,49896,Alta,Chinchipe Chamaya,Marañón,Lambayeque,Ferreñafe,Cañaris,Cañariaco Copper Perú S.A.,20304312271,NO,Autorización,Quebrada,Jatun Yacu ,0832-2012
Minero,Superficial,Cuenca Casma,137596,Baja,Casma Huarmey,Huarmey Chicama,Áncash,Casma,Buena Vista Alta,Carbones y Derivados S.A.E.M.A.,20110392355,SI,Autorización,Quebrada,Rancap,0024-2012
Minero,Superficial,Cuenca Pampas,4998,Alta,Bajo Apurímac-Pampas,Pampas Apurímac,Ayacucho,Victor Fajardo,Canaria,Catalina Huanca Sociedad Minera S.A.C.,20509551767,SI,Licencia,Río,Raccauri,0027-2006
Minero,Superficial,Cuenca Pampas,4998,Alta,Ayacucho,Mantaro,Ayacucho,Victor Fajardo,Canaria,Catalina Huanca Sociedad Minera S.A.C.,20509551767,SI,Licencia,Río,Raccauri,0027-2006
Poblacional,Superficial,Cuenca Pampas,4998,Alta,Bajo Apurímac-Pampas,Pampas Apurímac,Ayacucho,Victor Fajardo,Canaria,Catalina Huanca Sociedad Minera S.A.C.,20509551767,SI,Licencia,Manantial,Huayllapuquio,0213-2006
Poblacional,Superficial,Cuenca Pampas,4998,Alta,Ayacucho,Mantaro,Ayacucho,Victor Fajardo,Canaria,Catalina Huanca Sociedad Minera S.A.C.,20509551767,SI,Licencia,Manantial,Huayllapuquio,0213-2006
Minero,Superficial,Cuenca Pampas,4998,Alta,Ayacucho,Mantaro,Ayacucho,Victor Fajardo,Canaria,Catalina Huanca Sociedad Minera S.A.C.,20509551767,NO,Autorización,Quebrada,Teneria,0404-2010
Minero,Superficial,Cuenca Pampas,4998,Alta,Ayacucho,Mantaro,Ayacucho,Victor Fajardo,Canaria,Catalina Huanca Sociedad Minera S.A.C.,20509551767,NO,Autorización,Quebrada,Ccarpani,0404-2010
Minero,Superficial,Cuenca Pampas,4998,Alta,Ayacucho,Mantaro,Ayacucho,Victor Fajardo,Canaria,Catalina Huanca Sociedad Minera S.A.C.,20509551767,NO,Autorización,Río,Chuquiputa,0404-2010
Minero,Subterráneo,Cuenca Tambo,1318,Media,Chili,Caplina Ocoña,Arequipa,Arequipa,Yarabamba,Compañía Aurifera Yarabamba S.A.,,SI,Licencia,Acuífero,Francisco Chavarría,0150-1992
Poblacional,Superficial,Cuenca Pampas,4998,Alta,Bajo Apurímac-Pampas,Pampas Apurímac,Ayacucho,Victor Fajardo,Canaria,Catalina Huanca Sociedad Minera S.A.C.,20509551767,SI,Licencia,Río,Teneria,0149-2014
Poblacional,Superficial,Cuenca Pampas,4998,Alta,Bajo Apurímac-Pampas,Pampas Apurímac,Ayacucho,Victor Fajardo,Canaria,Catalina Huanca Sociedad Minera S.A.C.,20509551767,SI,Licencia,Quebrada,Teneria,0149-2014
Poblacional,Superficial,Cuenca Pampas,4998,Alta,Bajo Apurímac-Pampas,Pampas Apurímac,Ayacucho,Victor Fajardo,Canaria,Catalina Huanca Sociedad Minera S.A.C.,20509551767,SI,Licencia,Río,Choquiputa,0149-2014
Poblacional,Superficial,Cuenca Pampas,4998,Alta,Bajo Apurímac-Pampas,Pampas Apurímac,Ayacucho,Victor Fajardo,Canaria,Catalina Huanca Sociedad Minera S.A.C.,20509551767,SI,Licencia,Quebrada,Choquiputa,0149-2014
Poblacional,Superficial,Cuenca Pampas,4998,Alta,Bajo Apurímac-Pampas,Pampas Apurímac,Ayacucho,Victor Fajardo,Canaria,Catalina Huanca Sociedad Minera S.A.C.,20509551767,SI,Licencia,Manantial,Ccarpani,0149-2014
Minero,Subterráneo,Cuenca Tambo,1318,Media,Chili,Caplina Ocoña,Arequipa,Arequipa,Yarabamba,Compañía Aurifera Yarabamba S.A.,,SI,Licencia,Acuífero,Centeno,0150-1992
Minero,Subterráneo,Cuenca Tambo,1318,Media,Chili,Caplina Ocoña,Arequipa,Arequipa,Yarabamba,Compañía Aurifera Yarabamba S.A.,,SI,Licencia,Acuífero,La Mina Rescate,0150-1992
Minero,Superficial,Cuenca Quilca - Vitor - Chili,132,Media,Chili,Caplina Ocoña,Arequipa,Arequipa,Vitor,Compañía Minera Agregados Calcareos S.A.,,NO,Autorización,Río,Vitor,0770-2014
Minero,Superficial,Cuenca Mantaro,4996,Alta,Huancavelica,Mantaro,Huancavelica,Huancavelica,Huancavelica,Compañía Minera Alfonzo Cenzano S.A.C.,,SI,Licencia,Manantial,Mancacota,0503-2011
Minero,Superficial,Cuenca Mantaro,4996,Alta,Huancavelica,Mantaro,Huancavelica,Huancavelica,Huancavelica,Compañía Minera Alfonzo Cenzano S.A.C.,,SI,Licencia,Riachuelo,Chaquiccmayo,0503-2011
Minero,Superficial,Cuenca Suches,0172,Alta,Huancane,Titicaca,Puno,San Antonio De Putina,Ananea,Central de Cooperativas Mineras San Antonio de Poto - Ananea Ltda.,20190784429,SI,Licencia,Río,Nevado Montecristo,0029-2005
Poblacional,Superficial,Intercuenca Alto Marañón I,49891,Alta,Utcubamba,Marañón,Amazonas,Bongara,Yambrasbamba,Cerro La Mina S.A.,20510542020,NO,Permiso,Manantial,San Jose,0041-2008
Minero,Superficial,Intercuenca Alto Marañón I,49891,Alta,Utcubamba,Marañón,Amazonas,Bongara,Yambrasbamba,Cerro La Mina S.A.,20510542020,NO,Permiso,Quebrada,Cristal,0042-2008
Minero,Superficial,Cuenca Mantaro,4996,Alta,Huancavelica,Mantaro,Huancavelica,Huancavelica,Huachocolpa,Compañía Minera Cerro Pucapunta S.A.C.,,SI,Licencia,No identificado,No Identificado,0503-2012
Minero,Superficial,Cuenca Grande,1372,Media,Grande,Chaparra Chincha,Ica,Palpa,Palpa,Cerro La Mina S.A.,20510542020,NO,Permiso,Río,Ingenio,0205-2010
Minero,Superficial,Intercuenca Alto Marañón I,49891,Alta,Utcubamba,Marañón,Amazonas,Bongara,Yambrasbamba,Cerro La Mina S.A.,20510542020,NO,Autorización,Quebrada,Cristal,0067-2011
Minero,Superficial,Intercuenca Alto Marañón I,49891,Alta,Utcubamba,Marañón,Amazonas,Bongara,Yambrasbamba,Cerro La Mina S.A.,20510542020,NO,Autorización,Quebrada,San Jose,0729-2012
Minero,Superficial,Intercuenca Alto Marañón I,49891,Alta,Utcubamba,Marañón,Amazonas,Bongara,Florida,Cerro La Mina S.A.,20510542020,NO,Autorización,Quebrada,San Jose,0729-2012
Minero,Superficial,Cuenca Tambo,1318,Alta,Tambo Alto Tambo,Caplina Ocoña,Arequipa,Islay,Cocachacra,Cobriza Metals Perú S.A.,20348817401,NO,Autorización,No identificado,El Gramadal,0005-2012
Minero,Superficial,Cuenca Tambo,1318,Alta,Tambo Alto Tambo,Caplina Ocoña,Arequipa,Islay,Cocachacra,Cobriza Metals Perú S.A.,20348817401,NO,Autorización,No identificado,Buena Vista El Toro - Conventillo,0005-2012
Minero,Superficial,Cuenca Santa,1376,Alta,Santiago De Chuco,Huarmey Chicama,La Libertad,Santiago De Chuco,Angasmarca,Compania Minera Aurifera Santa Rosa - Comarsa,20109989992,SI,Licencia,No identificado,No Identificado,0146-2004
Poblacional,Superficial,Cuenca Santa,1376,Alta,Santiago De Chuco,Huarmey Chicama,La Libertad,Santiago De Chuco,Angasmarca,Compania Minera Aurifera Santa Rosa - Comarsa,20109989992,SI,Licencia,No identificado,No Identificado,0146-2004
Minero,Superficial,Cuenca Santa,1376,Alta,Santiago De Chuco,Huarmey Chicama,La Libertad,Santiago De Chuco,Angasmarca,Compania Minera Aurifera Santa Rosa - Comarsa,20109989992,SI,Licencia,Quebrada,La Maleta,0124-2006
Minero,Superficial,Cuenca Santa,1376,Alta,Santiago De Chuco,Huarmey Chicama,La Libertad,Santiago De Chuco,Angasmarca,Compania Minera Aurifera Santa Rosa - Comarsa,20109989992,SI,Licencia,Quebrada,Cochavara,0124-2006
Minero,Superficial,Cuenca Santa,1376,Alta,Santiago De Chuco,Huarmey Chicama,La Libertad,Santiago De Chuco,Angasmarca,Compania Minera Aurifera Santa Rosa - Comarsa,20109989992,SI,Licencia,Quebrada,Vaca Blanca,0124-2006
Agrario,Superficial,Cuenca Santa,1376,Alta,Santiago De Chuco,Huarmey Chicama,La Libertad,Santiago De Chuco,Angasmarca,Compania Minera Aurifera Santa Rosa - Comarsa,20109989992,SI,Licencia,No identificado,No Identificado,0095-2012
Minero,Superficial,Cuenca Coata,0176,Alta,Juliaca,Titicaca,Puno,Lampa,Palca,Compañía Anglogold Ashanti Exploracion Perú S.A.C.,20430832957,NO,Autorización,Quebrada, Condorsora Huayco ,0106-2005
Minero,Superficial,Cuenca Coata,0176,Alta,Juliaca,Titicaca,Puno,Lampa,Palca,Compañía Anglogold Ashanti Exploracion Perú S.A.C.,20430832957,NO,Autorización,Nevado,Quilca,0106-2005
Minero,Superficial,Cuenca Pampas,4998,Alta,Ayacucho,Mantaro,Ayacucho,Victor Fajardo,Huaya,Compañía Aurifera El Dorado Sac,20512856978,NO,Autorización,Manantial,Chinchinga,0420-2007
Minero,Superficial,Cuenca Ica,1374,Baja,Ica,Chaparra Chincha,Huancavelica,Huaytara,San Francisco De Sangayaico,Compañía Aurifera El Dorado Sac,20512856978,SI,Licencia,Manantial,Wincho,0220-2010
Minero,Superficial,Intercuenca Alto Marañón V,49899,Alta,Huamachuco,Marañón,La Libertad,Pataz,Parcoy,Compañía Aurifera Real Aventura S.A.,20153091561,NO,Permiso,Quebrada,Yuracyacu,0188-1996
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Concepción,San Jose De Quero,Compañía Azure del Perú S.A.C.,20508163542,NO,Permiso,Laguna,Azulcocha,0427-2004
Poblacional,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Concepción,San Jose De Quero,Compañía Azure del Perú S.A.C.,20508163542,NO,Permiso,Laguna,Azulcocha,0427-2004
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Concepción,San Jose De Quero,Compañía Azure del Perú S.A.C.,20508163542,NO,Permiso,Laguna,Azulcocha,0393-2006
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Concepción,San Jose De Quero,Compañía Azure del Perú S.A.C.,20508163542,NO,Permiso,Laguna,Azulcocha,0055-2007
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Lima,Yauyos,Tomas,Compañía Azure del Perú S.A.C.,20508163542,NO,Permiso,Laguna,Boliche,0434-2007
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Lima,Yauyos,Tomas,Compañía Azure del Perú S.A.C.,20508163542,NO,Permiso,Laguna,Chuquipita,0434-2007
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Lima,Yauyos,Tomas,Compañía Azure del Perú S.A.C.,20508163542,NO,Permiso,Laguna,Boliche,0434-2007
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Lima,Yauyos,Tomas,Compañía Azure del Perú S.A.C.,20508163542,NO,Permiso,Laguna,Cantagallo,0434-2007
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Concepción,San Jose De Quero,Compañía Azure del Perú S.A.C.,20508163542,NO,Permiso,Laguna,Azulcocha,0433-2007
Industrial,Superficial,Cuenca Coata,0176,Alta,Juliaca,Titicaca,Puno,Lampa,Santa Lucia,Compañía de Exploraciones Orión S.A.C.,20515019422,NO,Autorización,Manantial,Puca Mocco,0040-2010
Minero,Superficial,Cuenca Coata,0176,Alta,Juliaca,Titicaca,Puno,Lampa,Santa Lucia,Compañía de Exploraciones Orión S.A.C.,20515019422,NO,Autorización,Manantial,Torremocco,0087-2011
Minero,Superficial,Cuenca Coata,0176,Alta,Juliaca,Titicaca,Puno,Lampa,Santa Lucia,Compañía de Exploraciones Orión S.A.C.,20515019422,NO,Autorización,Manantial,Torremocco,0087-2011
Minero,Superficial,Cuenca Coata,0176,Alta,Juliaca,Titicaca,Puno,Lampa,Santa Lucia,Compañía de Exploraciones Orión S.A.C.,20515019422,NO,Autorización,Quebrada,Poro Poro,0087-2011
Minero,Superficial,Cuenca Coata,0176,Alta,Juliaca,Titicaca,Puno,Lampa,Santa Lucia,Compañía de Exploraciones Orión S.A.C.,20515019422,NO,Autorización,Quebrada,Poro Poro,0087-2011
Minero,Superficial,Intercuenca Alto Apurímac,4999,Alta,Medio Apurímac Pachachaca,Pampas Apurímac,Apurímac,Cotabambas,Mara,Compañía de Exploraciones Orión S.A.C.,20515019422,SI,Autorización,Río,Patobamba,0063-2012
Minero,Superficial,Cuenca Acari,13718,Alta,Bajo Apurímac-Pampas,Pampas Apurímac,Ayacucho,Lucanas,Puquio,Compañía de Exploraciones Orión S.A.C.,20515019422,NO,Autorización,Quebrada,Miojollpa,0474-2012
Minero,Superficial,Cuenca Acari,13718,Alta,Bajo Apurímac-Pampas,Pampas Apurímac,Ayacucho,Lucanas,Puquio,Compañía de Exploraciones Orión S.A.C.,20515019422,NO,Autorización,Quebrada,Miojollpa,0474-2012
Minero,Superficial,Cuenca Tambo,1318,Alta,Tambo Alto Tambo,Caplina Ocoña,Moquegua,General Sanchez Cerro,Matalaque,Compañía de Exploraciones Orión S.A.C.,20515019422,SI,Autorización,Río,Tambo,0475-2013
Minero,Superficial,Cuenca Camaná,134,Alta,Camaná Majes,Caplina Ocoña,Arequipa,Castilla,Orcopampa,Compañía de Exportaciones Desarrollo e Inversiones Mineras S.A.C. - CEDIMIN,20101283586,NO,Licencia,Río,Huamapallisto / Cacamayo,0266-2003
Minero,Superficial,Cuenca Camaná,134,Alta,Camaná Majes,Caplina Ocoña,Arequipa,Castilla,Orcopampa,Compañía de Exportaciones Desarrollo e Inversiones Mineras S.A.C. - CEDIMIN,20101283586,SI,Autorización,Riachuelo,Huayta,0170-2006
Poblacional,Superficial,Cuenca Camaná,134,Alta,Camaná Majes,Caplina Ocoña,Arequipa,Castilla,Chachas,Compañía de Exportaciones Desarrollo e Inversiones Mineras S.A.C. - CEDIMIN,20101283586,SI,Licencia,Quebrada,Hospicio,0052-2007
Poblacional,Superficial,Cuenca Camaná,134,Alta,Camaná Majes,Caplina Ocoña,Arequipa,Castilla,Chachas,Compañía de Exportaciones Desarrollo e Inversiones Mineras S.A.C. - CEDIMIN,20101283586,SI,Licencia,Quebrada,Pushca,0052-2007
Minero,Superficial,Cuenca Camaná,134,Alta,Camaná Majes,Caplina Ocoña,Arequipa,Castilla,Orcopampa,Compañía de Exportaciones Desarrollo e Inversiones Mineras S.A.C. - CEDIMIN,20101283586,SI,Autorización,Riachuelo,Huayta,0186-2009
Poblacional,Superficial,Cuenca Camaná,134,Alta,Camaná Majes,Caplina Ocoña,Arequipa,Caylloma,Tapay,Compañía de Exportaciones Desarrollo e Inversiones Mineras S.A.C. - CEDIMIN,20101283586,SI,Autorización,Quebrada,Tambomayo,0421-2009
Minero,Superficial,Cuenca Camaná,134,Alta,Camaná Majes,Caplina Ocoña,Arequipa,Caylloma,Tapay,Compañía de Exportaciones Desarrollo e Inversiones Mineras S.A.C. - CEDIMIN,20101283586,SI,Autorización,Quebrada,Ucria,0421-2009
Minero,Superficial,Cuenca Camaná,134,Alta,Camaná Majes,Caplina Ocoña,Arequipa,Castilla,Chachas,Compañía de Exportaciones Desarrollo e Inversiones Mineras S.A.C. - CEDIMIN,20101283586,NO,Licencia,Río,Tambuyoc,0184-2009
Minero,Superficial,Cuenca Camaná,134,Alta,Camaná Majes,Caplina Ocoña,Arequipa,Castilla,Choco,Compañía de Exportaciones Desarrollo e Inversiones Mineras S.A.C. - CEDIMIN,20101283586,NO,Licencia,Quebrada,Cortada,0430-2009
Industrial,Superficial,Cuenca Camaná,134,Alta,Camaná Majes,Caplina Ocoña,Arequipa,Castilla,Chachas,Compañía de Exportaciones Desarrollo e Inversiones Mineras S.A.C. - CEDIMIN,20101283586,NO,Licencia,Río,Nequeta,0187-2009
Poblacional,Superficial,Cuenca Camaná,134,Alta,Camaná Majes,Caplina Ocoña,Arequipa,Castilla,Choco,Compañía de Exportaciones Desarrollo e Inversiones Mineras S.A.C. - CEDIMIN,20101283586,NO,Licencia,Quebrada,Cortada,0430-2009
Poblacional,Superficial,Cuenca Camaná,134,Alta,Camaná Majes,Caplina Ocoña,Arequipa,Castilla,Chachas,Compañía de Exportaciones Desarrollo e Inversiones Mineras S.A.C. - CEDIMIN,20101283586,NO,Permiso,Río,Pushca,0245-2010
Poblacional,Superficial,Cuenca Camaná,134,Alta,Camaná Majes,Caplina Ocoña,Arequipa,Caylloma,Tapay,Compañía de Exportaciones Desarrollo e Inversiones Mineras S.A.C. - CEDIMIN,20101283586,SI,Autorización,Quebrada,Tambomayo,0295-2013
Minero,Superficial,Cuenca Camaná,134,Alta,Camaná Majes,Caplina Ocoña,Arequipa,Caylloma,Tapay,Compañía de Exportaciones Desarrollo e Inversiones Mineras S.A.C. - CEDIMIN,20101283586,SI,Autorización,Quebrada,Ucria,0295-2013
Poblacional,Superficial,Cuenca Rimac,137554,Baja,Chillon - Rimac - Lurin,Cañete Fortaleza,Lima,Huarochiri,San Mateo,Compañía de Inversiones Mineras y Agricolas Lurin S.A,20128425978,SI,Licencia,Río,Pallana,0138-2004
Energético,Superficial,Cuenca Camaná,134,Alta,Camaná Majes,Caplina Ocoña,Arequipa,Castilla,Orcopampa,Compañía de Inversiones Mineras y Agricolas Lurin S.A,20128425978,SI,Licencia,Río,Huancarama,0057-1989
Energético,Superficial,Cuenca Huaura,13756,Media,Huaura,Cañete Fortaleza,Lima,Oyón,Oyón,Compañía de Minas Buenaventura S.A.A.,20119041067,SI,Licencia,Laguna,Presa Paton,0034-1993
