TIPO DE USO,CLASE DE FUENTE,CUENCA,CÓDIGO DE CUENCA,DISPONIBILIDAD HÍDRICA,AUTORIDAD LOCAL DEL AGUA (ALA),AUTORIDAD ADMINISTRATIVA DEL AGUA (AAA),DEPARTAMENTO,PROVINCIA,DISTRITO,RAZÓN SOCIAL,N DE RUC,VIGENTE EN REGISTRO DE LA ANA,TIPO DE PERMISO,TIPO DE FUENTE DE AGUA,NOMBRE DE LA FUENTE DE AGUA,N° DE RESOLUCIÓN
Minero,Superficial,Cuenca Ocoña,136,Alta,Ocoña Pausa,Caplina Ocoña,Arequipa,La Union,Puyca,Compañía Minera Ares S.A.C.,20192779333,NO,Autorización,Laguna,Chumilli,0103-2014
Minero,Subterráneo,Cuenca Ocoña,136,Alta,Ocoña Pausa,Caplina Ocoña,Ayacucho,Paucar del Sara Sara,Oyolo,Compañía Minera Ares S.A.C.,20192779333,SI,Licencia,Acuífero,Pozo,1079-2014
Minero,Superficial,Intercuenca Alto Apurímac,4999,Alta,Medio Apurímac Pachachaca,Pampas Apurímac,Apurímac,Aymaraes,Cotaruse,Compañía Minera Ares S.A.C.,20192779333,SI,Licencia,Manantial,Tumiri,0012-2015
Industrial,Superficial,Cuenca Ocoña,136,Alta,Ocoña Pausa,Caplina Ocoña,Ayacucho,Paucar del Sara Sara,Oyolo,Compañía Minera Ares S.A.C.,20192779333,SI,Permiso,Filtración,Galería filtrante,0064-2015
Minero,Subterráneo,Cuenca Camaná,134,Alta,Camaná Majes,Caplina Ocoña,Arequipa,Condesuyos,Cayarani,Compañía Minera Ares S.A.C.,20192779333,SI,Licencia,Acuífero,Bocamina Marión,0291-2015
Minero,Subterráneo,Cuenca Camaná,134,Alta,Camaná Majes,Caplina Ocoña,Arequipa,Condesuyos,Cayarani,Compañía Minera Ares S.A.C.,20192779333,SI,Licencia,Acuífero,Bocamina Vetille,0291-2015
Minero,Superficial,Cuenca Camaná,134,Alta,Camaná Majes,Caplina Ocoña,Arequipa,Condesuyos,Cayarani,Compañía Minera Ares S.A.C.,20192779333,Si,Licencia,Laguna,Chumilli,1416-2015
Minero,Superficial,Cuenca Acari,13718,Media,Chaparra Acari,Chaparra Chincha,Ayacucho,Lucanas,Lucanas,Compañía Minera Ares S.A.C.,20192779333,SI,Autorización,Quebrada,Chilhua,2722-2017
Minero,Superficial,Cuenca Acari,13718,Media,Chaparra Acari,Chaparra Chincha,Ayacucho,Lucanas,Leoncio Prado,Compañía Minera Ares S.A.C.,20192779333,SI,Autorización,Quebrada,Uchurumi,2722-2017
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Yauli,Morococha,Compañía Minera Argentum S.A.,20507845500,SI,Licencia,Laguna,Huascacocha,0250-2004
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Yauli,Morococha,Compañía Minera Argentum S.A.,20507845500,SI,Licencia,Laguna,Santa Catalina,0251-2004
Poblacional,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Yauli,Morococha,Compañía Minera Argentum S.A.,20507845500,SI,Licencia,Laguna,Santa Catalina,0251-2004
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Yauli,Morococha,Compañía Minera Argentum S.A.,20507845500,SI,Licencia,Laguna,Buenaventura,0255-2006
Minero,Subterráneo,Cuenca Mantaro,4996,Media,Mantaro,Mantaro,Junín,Yauli,Morococha,Compañía Minera Argentum S.A.,20507845500,SI,Licencia,Socavón,Cobriza O Vulcano,0256-2006
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Yauli,Morococha,Compañía Minera Argentum S.A.,20507845500,SI,Licencia,Laguna,Huacracocha,0041-2007
Poblacional,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Yauli,Morococha,Compañía Minera Argentum S.A.,20507845500,NO,Licencia,Laguna,San Antonio,0024-2009
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Yauli,Morococha,Compañía Minera Argentum S.A.,20507845500,NO,Autorización,Laguna,Huacracocha,0408-2010
Otros usos,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Yauli,Morococha,Compañía Minera Argentum S.A.,20507845500,NO,Autorización,Laguna,Huacracocha,0260-2010
Otros usos,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Yauli,Morococha,Compañía Minera Argentum S.A.,20507845500,NO,Autorización,Bocamina,460-Sierra Nevada,0260-2010
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Yauli,Morococha,Compañía Minera Argentum S.A.,20507845500,SI,Licencia,Bocamina,Brillante,0068-2011
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Yauli,Morococha,Compañía Minera Argentum S.A.,20507845500,NO,Autorización,No identificado,No Identificado,0026-2011
Energético,Superficial,Cuenca Chancay - Huaral,137558,Media,Chancay - Huaral,Cañete Fortaleza,Lima,Huaral,Atavillos Alto,Compañía Minera Santander Inc. Sucursal del Perú,,NO,Licencia,Río,Baños,0116-2007
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Yauli,Morococha,Compañía Minera Argentum S.A.,20507845500,SI,Licencia,Laguna,Huacracocha,0164-2014
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Yauli,Morococha,Compañía Minera Argentum S.A.,20507845500,SI,Autorización,Laguna,Leoncocha Alta,0600-2014
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Yauli,Morococha,Compañía Minera Argentum S.A.,20507845500,SI,Autorización,Laguna,Marmolejo,0600-2014
Poblacional,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Yauli,Morococha,Compañía Minera Argentum S.A.,20507845500,SI,Licencia,Manantial,Santa Toribio,0409-2015
Energético,Superficial,Cuenca Alto Huallaga,49849,Alta,Pasco,Mantaro,Pasco,Pasco,Yanacancha,Compañía Minera Atacocha S.A.A.,20100123500,SI,Licencia,Río,Huallaga,0019-1999
Minero,Superficial,Cuenca Alto Huallaga,49849,Alta,Pasco,Mantaro,Pasco,Pasco,Yanacancha,Compañía Minera Atacocha S.A.A.,20100123500,SI,Licencia,Río,Huallaga,0020-1999
Poblacional,Superficial,Cuenca Alto Huallaga,49849,Alta,Pasco,Mantaro,Pasco,Pasco,Yanacancha,Compañía Minera Atacocha S.A.A.,20100123500,SI,Licencia,Laguna,Ñahualpum,0021-1999
Otros usos,Superficial,Cuenca Perene,49954,Alta,Pasco,Mantaro,Pasco,Pasco,Ticlacayan,Compañía Minera Atacocha S.A.A.,20100123500,NO,Autorización,Río,Ticlacayan,0043-2004
Poblacional,Superficial,Cuenca Perene,49954,Alta,Pasco,Mantaro,Pasco,Pasco,Ticlacayan,Compañía Minera Atacocha S.A.A.,20100123500,SI,Licencia,Quebrada,Huallpaguaja,0012-2006
Poblacional,Superficial,Cuenca Alto Huallaga,49849,Alta,Pasco,Mantaro,Pasco,Pasco,Huariaca,Compañía Minera Atacocha S.A.A.,20100123500,SI,Licencia,Manantial,Atoghuarco,0082-2006
Minero,Superficial,Cuenca Alto Huallaga,49849,Alta,Pasco,Mantaro,Pasco,Pasco,Yanacancha,Compañía Minera Atacocha S.A.A.,20100123500,SI,Licencia,No identificado,No Identificado,0134-2011
Minero,Superficial,Cuenca Perene,49954,Alta,Perené,Ucayali,Junín,Concepción,No identificado,Compañía Minera Atacocha S.A.A.,20100123500,SI,Autorización,Río,Pampas,0297-2013 
Minero,Superficial,Cuenca Alto Huallaga,49849,Alta,Pasco,Mantaro,Pasco,Pasco,Tinyahuarco,Compañía Minera Atacocha S.A.A.,20100123500,SI,Autorización,Quebrada,Acucocha,0634-2017
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Yauli,Marcapomacocha,Compañía Minera Aurea S.A.C.,20517073467,NO,Autorización,Laguna,Cuyo,0534-2009
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Yauli,Marcapomacocha,Compañía Minera Aurea S.A.C.,20517073467,NO,Autorización,Laguna,Cuyo,0095-2012
Industrial,Superficial,Cuenca Mantaro,4996,Alta,Pasco,Mantaro,Pasco,Pasco,Simón Bolivar,Compañía Minera Aurex S.A.,20101076289,SI,Licencia,Río,San Juan,0009-1998
Minero,Subterráneo,Cuenca Yauca,13716,Media,Chaparra Acari,Chaparra Chincha,Ayacucho,Lucanas,Sancos,Compañía Minera Aurífera del Sur S.A.,20251805858,NO,Autorización,Acuífero,No Identificado,0047-1999
Minero,Superficial,Intercuenca Alto Marañón V,49899,Alta,Huamachuco,Marañón,La Libertad,Sanchez Carrion,Chugay,Compañía Minera Aurífera del Sur S.A.,20251805858,NO,Autorización,Río,Chusgon,0084-2003
Poblacional,Superficial,Intercuenca Alto Marañón V,49899,Alta,Huamachuco,Marañón,La Libertad,Sanchez Carrion,Chugay,Compañía Minera Aurífera del Sur S.A.,20251805858,NO,Autorización,Río,Chusgon,0084-2003
Minero,Superficial,Cuenca Acari,13718,Media,Chaparra Acari,Chaparra Chincha,Ayacucho,Lucanas,Puquio,Compañía Minera Aurífera del Sur S.A.,20251805858,NO,Autorización,Río,Chichina,0139-2006
Minero,Superficial,Cuenca Mantaro,4996,Alta,Huancavelica,Mantaro,Huancavelica,Huancavelica,Huando,Compañía Minera Barbastro S.A.C.,20511812713,NO,Autorización,Laguna,Ñañantiocc 1,0177-2010
Minero,Superficial,Cuenca Mantaro,4996,Alta,Huancavelica,Mantaro,Huancavelica,Huancavelica,Huando,Compañía Minera Barbastro S.A.C.,20511812713,NO,Autorización,Laguna,Ñañantiocc 2,0177-2010
Minero,Superficial,Cuenca Mantaro,4996,Alta,Huancavelica,Mantaro,Huancavelica,Huancavelica,Huando,Compañía Minera Barbastro S.A.C.,20511812713,NO,Autorización,Laguna,Tunyacya,0177-2010
Minero,Superficial,Cuenca Mantaro,4996,Alta,Huancavelica,Mantaro,Huancavelica,Huancavelica,Huando,Compañía Minera Barbastro S.A.C.,20511812713,NO,Autorización,Laguna,Huarangayocc,0177-2010
Minero,Superficial,Cuenca Mantaro,4996,Alta,Huancavelica,Mantaro,Huancavelica,Huancavelica,Huando,Compañía Minera Barbastro S.A.C.,20511812713,NO,Autorización,Laguna,Chanquicocha,0177-2010
Minero,Superficial,Cuenca Mantaro,4996,Alta,Huancavelica,Mantaro,Huancavelica,Huancavelica,Huando,Compañía Minera Barbastro S.A.C.,20511812713,NO,Autorización,Laguna,Ñañantiocc 1 Para Exploracion Nivel 415,0484-2011
Minero,Superficial,Cuenca Mantaro,4996,Alta,Huancavelica,Mantaro,Huancavelica,Huancavelica,Huando,Compañía Minera Barbastro S.A.C.,20511812713,NO,Autorización,Laguna,Ñañantiocc 1 ,0484-2011
Minero,Superficial,Cuenca Mantaro,4996,Alta,Huancavelica,Mantaro,Huancavelica,Huancavelica,Huando,Compañía Minera Barbastro S.A.C.,20511812713,NO,Autorización,Laguna,Ñañantiocc 2,0484-2011
Minero,Superficial,Cuenca Mantaro,4996,Alta,Huancavelica,Mantaro,Huancavelica,Huancavelica,Huando,Compañía Minera Barbastro S.A.C.,20511812713,NO,Autorización,Laguna,Tunyacya,0484-2011
Minero,Superficial,Cuenca Mantaro,4996,Alta,Huancavelica,Mantaro,Huancavelica,Huancavelica,Huando,Compañía Minera Barbastro S.A.C.,20511812713,NO,Autorización,Laguna,Huarangayocc,0484-2011
Minero,Superficial,Cuenca Mantaro,4996,Alta,Huancavelica,Mantaro,Huancavelica,Huancavelica,Huando,Compañía Minera Barbastro S.A.C.,20511812713,NO,Autorización,Laguna,Chanquicocha,0484-2011
Poblacional,Superficial,Cuenca Mantaro,4996,Alta,Huancavelica,Mantaro,Huancavelica,Huancavelica,Huando,Compañía Minera Barbastro S.A.C.,20511812713,SI,Licencia,Laguna,Tunyacya,0386-2014
Minero,Superficial,Cuenca Mantaro,4996,Alta,Huancavelica,Mantaro,Huancavelica,Huancavelica,Huando,Compañía Minera Barbastro S.A.C.,20511812713,SI,Autorización,Laguna,Ñañantiocc 1,0551-2017
Minero,Superficial,Cuenca Mantaro,4996,Alta,Huancavelica,Mantaro,Huancavelica,Huancavelica,Huando,Compañía Minera Barbastro S.A.C.,20511812713,SI,Autorización,Laguna,Ñañantiocc 2,0551-2017
Minero,Superficial,Cuenca Mantaro,4996,Alta,Huancavelica,Mantaro,Huancavelica,Huancavelica,Huando,Compañía Minera Barbastro S.A.C.,20511812713,SI,Autorización,Laguna,Tunyacya,0551-2017
Minero,Superficial,Cuenca Mantaro,4996,Alta,Huancavelica,Mantaro,Huancavelica,Huancavelica,Huando,Compañía Minera Barbastro S.A.C.,20511812713,SI,Autorización,Laguna,Huarangayocc,0551-2017
Minero,Superficial,Cuenca Mantaro,4996,Alta,Huancavelica,Mantaro,Huancavelica,Huancavelica,Huando,Compañía Minera Barbastro S.A.C.,20511812713,SI,Autorización,Laguna,Chanquicocha,0551-2017
Minero,Superficial,Cuenca Crisnejas,49898,Media,Jequetepeque,Jequetepeque Zarumilla,Cajamarca,Cajamarca,Cajamarca,Compañía Minera Canadian Shield Perú S.A.C.,20515758659,NO,Autorización,Quebrada,Chancas,0346-2010
Industrial,Subterráneo,Cuenca Chala,137156,Media,Chaparra Acari,Chaparra Chincha,Arequipa,Caraveli,Huanuhuanu,Compañía Minera Caraveli S.A.C.,20126702737,NO,Permiso,Acuífero,No Identificado,0114-2003
Poblacional,Subterráneo,Cuenca Chala,137156,Media,Chaparra Acari,Chaparra Chincha,Arequipa,Caraveli,Huanuhuanu,Compañía Minera Caraveli S.A.C.,20126702737,NO,Permiso,Acuífero,No Identificado,0114-2003
Minero,Superficial,Cuenca Jequetepeque,13774,Media,Jequetepeque,Jequetepeque Zarumilla,Cajamarca,San Miguel,Llapa,Compañía Minera Sipán S.A.,,SI,Licencia,Quebrada,Minas,0312-1996
Minero,Subterráneo,Cuenca Chala,137156,Media,Chaparra Acari,Chaparra Chincha,Arequipa,Caraveli,Huanuhuanu,Compañía Minera Caraveli S.A.C.,20126702737,SI,Licencia,Acuífero,No Identificado,0172-2009
Minero,Superficial,Cuenca Pisco,13752,Media,Pisco,Chaparra Chincha,Huancavelica,Huaytara,Quito Arma,Compañía Minera Caraveli S.A.C.,20126702737,NO,Autorización,Río,Pisco,0021-2012
Minero,Superficial,Cuenca Quilca - Vitor - Chili,132,Media,Chili,Caplina Ocoña,Arequipa,Arequipa,San Juan De Tarucani,Compañía Minera Ubinas S.A,,SI,Licencia,Quebrada,Logen,0075-1990
Minero,Superficial,Cuenca Pisco,13752,Media,Pisco,Chaparra Chincha,Huancavelica,Huaytara,Quito Arma,Compañía Minera Caraveli S.A.C.,20126702737,NO,Autorización,Río,Pisco,0021-2012
Poblacional,Subterráneo,Cuenca Chala,137156,Media,Chaparra Acari,Chaparra Chincha,Arequipa,Caraveli,Huanuhuanu,Compañía Minera Caraveli S.A.C.,20126702737,SI,Licencia,Acuífero,Tubular,0163-2016
Minero,Superficial,Cuenca Rimac,137554,Baja,Chillon - Rimac - Lurin,Cañete Fortaleza,Lima,Huarochiri,Chicla,Compañía Minera Casapalca S.A.,20107914057,SI,Licencia,Laguna,Aguascocha,0119-1996
Poblacional,Superficial,Cuenca Rimac,137554,Baja,Chillon - Rimac - Lurin,Cañete Fortaleza,Lima,Huarochiri,San Mateo,Compañía Minera Casapalca S.A.,20107914057,NO,Licencia,Manantial,Chungara,0128-2004
Industrial,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Yauli,Yauli,Compañía Minera Casapalca S.A.,20100108292,SI,Licencia,Laguna,Pumatarea,0173-2004
Poblacional,Superficial,Cuenca Rimac,137554,Baja,Chillon - Rimac - Lurin,Cañete Fortaleza,Lima,Huarochiri,San Mateo,Compañía Minera Casapalca S.A.,20100108292,NO,Licencia,Manantial,Chisay,0177-2004
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Yauli,Yauli,Compañía Minera Casapalca S.A.,20100108292,SI,Licencia,Laguna,Lauracocha Grande,0412-2004
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Yauli,Yauli,Compañía Minera Casapalca S.A.,20100108292,SI,Licencia,Laguna,Santa Rosita,0412-2004
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Yauli,Yauli,Compañía Minera Casapalca S.A.,20100108292,NO,Licencia,Quebrada,Pumatarea,0097-2007
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Yauli,Yauli,Compañía Minera Casapalca S.A.,20100108292,NO,Licencia,Quebrada,Pumatarea,0097-2007
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Yauli,Yauli,Compañía Minera Casapalca S.A.,20100108292,NO,Licencia,Quebrada,Pumatarea,0013-2009
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Yauli,Yauli,Compañía Minera Casapalca S.A.,20100108292,NO,Licencia,Quebrada,Pumatarea,0013-2009
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Yauli,Yauli,Compañía Minera Casapalca S.A.,20100108292,NO,Licencia,Laguna,Pumatarea,0013-2009
Otros usos,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Yauli,Yauli,Compañía Minera Casapalca S.A.,20100108292,NO,Autorización,Laguna,Pumatarea,0481-2010
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Yauli,Yauli,Compañía Minera Casapalca S.A.,20100108292,SI,Licencia,Quebrada,Pumatarea,0001-2011
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Yauli,Yauli,Compañía Minera Casapalca S.A.,20100108292,SI,Licencia,Quebrada,Pumatarea,0001-2011
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Yauli,Yauli,Compañía Minera Casapalca S.A.,20100108292,SI,Licencia,Laguna,Pumatarea,0001-2011
Minero,Superficial,Cuenca Mantaro,4996,Alta,Mantaro,Mantaro,Junín,Yauli,Yauli,Compañía Minera Casapalca S.A.,20100108292,NO,Licencia,Quebrada,Huayrancancha,0174-2011
Minero,Superficial,Cuenca Chicama,13772,Baja,Chicama,Huarmey Chicama,La Libertad,Gran Chimu,Lucma,Compañía Minera Cascaminas S.A.C.,20511936447,NO,Autorización,Manantial,Ojo De Agua El Mango,0063-2007
Minero,Superficial,Cuenca Chicama,13772,Baja,Chicama,Huarmey Chicama,La Libertad,Gran Chimu,Lucma,Compañía Minera Cascaminas S.A.C.,20511936447,NO,Autorización,Manantial,Quimbalete (02 Ojos De Agua),0086-2007
Minero,Superficial,Cuenca Chicama,13772,Baja,Chicama,Huarmey Chicama,La Libertad,Gran Chimu,Lucma,Compañía Minera Cascaminas S.A.C.,20511936447,SI,Licencia,No identificado,Ojo De Agua El Mango,0032-2008
Otros usos,Superficial,Cuenca Camaná,134,Alta,Camaná Majes,Caplina Ocoña,Arequipa,Castilla,Uraca,Compañía Minera Zafranal S.A.C.,,SI,Autorización,Río,Majes,0626-2014
Otros usos,Superficial,Cuenca Camaná,134,Alta,Camaná Majes,Caplina Ocoña,Arequipa,Castilla,Uraca,Compañía Minera Zafranal S.A.C.,,SI,Autorización,Río,Majes,0924-2014
Poblacional,Superficial,Cuenca Mantaro,4996,Alta,Huancavelica,Mantaro,Huancavelica,Huancavelica,Huachocolpa,Compañía Minera Caudalosa S.A.,20100116805,SI,Licencia,Manantial,Buenaventurada,0028-1998
Poblacional,Superficial,Cuenca Mantaro,4996,Alta,Huancavelica,Mantaro,Huancavelica,Huancavelica,Huachocolpa,Compañía Minera Caudalosa S.A.,20100116805,SI,Licencia,Manantial,Rublo,0028-1998
Minero,Superficial,Cuenca Mantaro,4996,Alta,Huancavelica,Mantaro,Huancavelica,Huancavelica,Huachocolpa,Compañía Minera Caudalosa S.A.,20100116805,SI,Licencia,Manantial,Chonta,0028-1998
Minero,Superficial,Cuenca Mantaro,4996,Alta,Huancavelica,Mantaro,Huancavelica,Huancavelica,Huachocolpa,Compañía Minera Caudalosa S.A.,20100116805,SI,Licencia,Arroyo,Chipchilla,0028-1998
Minero,Superficial,Cuenca Mantaro,4996,Alta,Huancavelica,Mantaro,Huancavelica,Huancavelica,Huachocolpa,Compañía Minera Caudalosa S.A.,20100116805,SI,Licencia,Riachuelo,Escalera,0028-1998
Industrial,Superficial,Cuenca Mantaro,4996,Alta,Huancavelica,Mantaro,Huancavelica,Huancavelica,Huachocolpa,Compañía Minera Caudalosa S.A.,20100116805,SI,Licencia,Manantial,Pepito,0204-2005
Minero,Superficial,Cuenca Santa,1376,Alta,Huaraz,Huarmey Chicama,Áncash,Carhuaz,Marcara,Compañía Minera Caudalosa S.A.,20100116805,SI,Licencia,Quebrada,Escalon,0033-2012
Minero,Superficial,Cuenca Santa,1376,Alta,Huaraz,Huarmey Chicama,Áncash,Carhuaz,Marcara,Compañía Minera Caudalosa S.A.,20100116805,SI,Licencia,Bocamina,No Identificado,0033-2012
Energético,Superficial,Cuenca Chancay - Huaral,137558,Media,Chancay - Huaral,Cañete Fortaleza,Lima,Huaral,Pacaraos,Compañía Minera Chungar S.A.,20100025591,SI,Licencia,Río,Cacray,0511-1973
Minero,Superficial,Cuenca Ilo - Moquegua,13172,Baja,Moquegua,Caplina Ocoña,Moquegua,Mariscal Nieto,Moquegua,Compañía Minera Zahena S.A.C.,,SI,Autorización,Manantial,Inia,0447-2014
Energético,Superficial,Cuenca Chancay - Huaral,137558,Media,Chancay - Huaral,Cañete Fortaleza,Lima,Huaral,Pacaraos,Compañía Minera Chungar S.A.,20100025591,SI,Licencia,Laguna,Yanahuin,0666-1973
Energético,Superficial,Cuenca Chancay - Huaral,137558,Media,Chancay - Huaral,Cañete Fortaleza,Lima,Huaral,Pacaraos,Compañía Minera Chungar S.A.,20100025591,SI,Licencia,Laguna,Cacray,0666-1973
Energético,Superficial,Cuenca Chancay - Huaral,137558,Media,Chancay - Huaral,Cañete Fortaleza,Lima,Huaral,Santa Cruz De Andamarca,Compañía Minera Chungar S.A.,20100025591,SI,Licencia,Laguna,Chungar,0213-1974
Energético,Superficial,Cuenca Chancay - Huaral,137558,Media,Chancay - Huaral,Cañete Fortaleza,Lima,Huaral,Santa Cruz De Andamarca,Compañía Minera Chungar S.A.,20100025591,SI,Licencia,Río,Huanchay Chicrin,0041-1993
Energético,Superficial,Cuenca Chancay - Huaral,137558,Media,Chancay - Huaral,Cañete Fortaleza,Lima,Huaral,Santa Cruz De Andamarca,Compañía Minerales Santander S.A.C.,,NO,Licencia,Río,Baños,0078-2009
Minero,Superficial,Cuenca Perene,49954,Alta,Pasco,Mantaro,Pasco,Pasco,Huachon,Concesion Carolina Milagros,,SI,Licencia,Quebrada,Gayac,0071-2003
Minero,Superficial,Cuenca Suches,0172,Alta,Huancane,Titicaca,Puno,San Antonio De Putina,Ananea,Concesión Minera Oso Polar JJ 2005,,NO,Licencia,Laguna,Lacayaqui,0041-2010
Minero,Superficial,Intercuenca Alto Marañón V,49899,Alta,Huamachuco,Marañón,La Libertad,Santiago De Chuco,Sitabamba,Compañía Minera Chuvilca S.A,20501164845,NO,Permiso,No identificado,No Identificado,0151-2011
Minero,Subterráneo,Intercuenca Alto Marañón IV,49897,Alta,Cajamarca,Marañón,Cajamarca,Hualgayoc,Hualgayoc,Compañía Minera Coimolache S.A.,20140688640,SI,Licencia,Acuífero,No Identificado,0017-2010
Minero,Subterráneo,Intercuenca Alto Marañón IV,49897,Media,Chotano Llaucano,Marañón,Cajamarca,Hualgayoc,Hualgayoc,Compañía Minera Coimolache S.A.,20140688640,SI,Licencia,Acuífero,No Identificado,0017-2010
Minero,Superficial,Intercuenca Alto Marañón IV,49897,Alta,Chotano Llaucano,Marañón,Cajamarca,Hualgayoc,Hualgayoc,Compañía Minera Coimolache S.A.,20140688640,SI,Autorización,Laguna,Los Gentiles,0140-2010
Minero,Superficial,Intercuenca Alto Marañón IV,49897,Alta,Chotano Llaucano,Marañón,Cajamarca,Hualgayoc,Hualgayoc,Compañía Minera Coimolache S.A.,20140688640,SI,Autorización,Laguna,La Huaca,0141-2010
Minero,Subterráneo,Intercuenca Alto Marañón IV,49897,Alta,Cajamarca,Marañón,Cajamarca,Hualgayoc,Hualgayoc,Compañía Minera Coimolache S.A.,20140688640,SI,Licencia,Acuífero,Pozo,0567-2010
Minero,Subterráneo,Intercuenca Alto Marañón IV,49897,Alta,Cajamarca,Marañón,Cajamarca,Hualgayoc,Hualgayoc,Compañía Minera Coimolache S.A.,20140688640,SI,Licencia,Acuífero,Pozo,0567-2010
Minero,Superficial,Cuenca Chancay-Lambayeque,13776,Baja,Chancay Lambayeque,Jequetepeque Zarumilla,Cajamarca,Hualgayoc,Chugur,Compañía Minera Coimolache S.A.,20140688640,SI,Licencia,Laguna,Las Auroras,0042-2014
Minero,Superficial,Cuenca Chancay-Lambayeque,13776,Baja,Chancay Lambayeque,Jequetepeque Zarumilla,Cajamarca,Hualgayoc,Chugur,Compañía Minera Coimolache S.A.,20140688640,SI,Licencia,Laguna,Cueva De Campos,0042-2014
Minero,Subterráneo,Cuenca Chaparra,137154,Media,Chaparra Acari,Chaparra Chincha,Arequipa,Caraveli,Chaparra,Compañía Minera Colibri Sac,20501620107,SI,Licencia,Acuífero,No Identificado,0099-2010
Minero,Subterráneo,Cuenca Yauca,13716,Media,Chaparra Acari,Chaparra Chincha,Ayacucho,Lucanas,Sancos,Compañía Minera Colibri Sac,20501620107,SI,Licencia,Acuífero,Chulbe,0085-2004
Minero,Subterráneo,Cuenca Chaparra,137154,Media,Chaparra Acari,Chaparra Chincha,Arequipa,Caraveli,Chaparra,Compañía Minera Colibri Sac,20501620107,SI,Licencia,Acuífero,No Identificado,0086-2004
Industrial,Subterráneo,Cuenca Grande,1372,Media,Grande,Chaparra Chincha,Ica,Nazca,Nazca,Compañía Minera Colibri Sac,20501620107,SI,Licencia,Acuífero,Pozo a tajo abierto,0311-2010
Minero,Subterráneo,Cuenca Mala,137552,Alta,Mala Omas Cañete,Cañete Fortaleza,Lima,Cañete,Mala,Compañía Minera Condestable S.A.A.,20100056800,SI,Licencia,No identificado,Mala,0917-1974
Poblacional,Subterráneo,Cuenca Mala,137552,Alta,Mala Omas Cañete,Cañete Fortaleza,Lima,Cañete,Mala,Compañía Minera Condestable S.A.A.,20100056800,NO,Licencia,Acuífero,Mala,0242-2004
Minero,Superficial,Cuenca Chinchipe,49892,Alta,Chinchipe Chamaya,Marañón,Cajamarca,San Ignacio,Huarango,"Concesiones Mineras Igor 2000, 2000 B",,NO,Autorización,Río,Chinchipe,0196-2006
Minero,Superficial,Cuenca Chinchipe,49892,Alta,Chinchipe Chamaya,Marañón,Cajamarca,San Ignacio,La Coipa,Concesiones Mineras Lourdes 2000,,NO,Autorización,Río,Tabaconas,0172-2006
Minero,Subterráneo,Cuenca Mala,137552,Alta,Mala Omas Cañete,Cañete Fortaleza,Lima,Cañete,Mala,Compañía Minera Condestable S.A.A.,20100056800,SI,Licencia,Acuífero,No Identificado,0151-2008
Minero,Subterráneo,Cuenca Mala,137552,Alta,Mala Omas Cañete,Cañete Fortaleza,Lima,Cañete,Mala,Compañía Minera Condestable S.A.A.,20100056800,SI,Licencia,Acuífero,No Identificado,0220-2009
